Ano,Mes,Tema,Subtema,item,Viajeros
2011,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"89,176"
2011,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"91,139"
2011,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"75,968"
2011,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"62,135"
2011,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"60,369"
2011,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"54,790"
2011,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"111,732"
2011,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"91,020"
2011,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"55,721"
2011,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"61,825"
2011,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"64,770"
2011,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"60,127"
2011,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"878,774"
2012,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"94,021"
2012,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"78,230"
2012,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"80,593"
2012,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"79,449"
2012,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"69,417"
2012,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"62,791"
2012,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"70,387"
2012,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"74,681"
2012,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"69,726"
2012,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"67,566"
2012,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"66,993"
2012,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"81,046"
2012,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"894,900"
2013,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"101,275"
2013,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"85,240"
2013,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"96,414"
2013,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"74,859"
2013,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"84,037"
2013,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"70,345"
2013,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"78,369"
2013,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"127,945"
2013,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"93,653"
2013,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"94,235"
2013,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"78,297"
2013,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"76,599"
2013,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"1,061,268"
2014,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"92,388"
2014,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"85,988"
2014,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"94,716"
2014,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"105,450"
2014,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"84,695"
2014,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"59,545"
2014,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"101,118"
2014,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"107,109"
2014,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"85,547"
2014,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"106,898"
2014,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"86,622"
2014,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"78,375"
2014,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"1,088,451"
2015,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"98,437"
2015,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"121,551"
2015,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"92,745"
2015,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"104,697"
2015,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"82,787"
2015,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"95,458"
2015,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"118,469"
2015,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"143,168"
2015,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"113,887"
2015,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"156,001"
2015,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"131,395"
2015,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"133,903"
2015,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"1,392,498"
2016,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"131,335"
2016,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"141,976"
2016,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"129,302"
2016,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"138,823"
2016,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"125,598"
2016,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"129,688"
2016,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"135,949"
2016,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"118,181"
2016,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"132,759"
2016,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"131,021"
2016,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"106,932"
2016,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"92,189"
2016,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"1,513,753"
2017,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"112,816"
2017,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"158,027"
2017,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"144,019"
2017,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"165,202"
2017,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"146,496"
2017,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"155,956"
2017,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"151,696"
2017,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"129,987"
2017,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"173,450"
2017,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"150,767"
2017,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"126,706"
2017,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"157,442"
2017,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"1,772,564"
2018,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 168,127 "
2018,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 162,503 "
2018,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"199,505"
2018,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"142,374"
2018,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"145,631"
2018,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"135,018"
2018,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"154,159"
2018,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"130,516"
2018,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"171,896"
2018,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"164,037"
2018,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"140,884"
2018,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"163,887"
2018,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"1,878,537"
2019,Enero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 167,180 "
2019,Febrero,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 165,527 "
2019,Marzo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 178,735 "
2019,Abril,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 159,670 "
2019,Mayo,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 150,849 "
2019,Junio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 136,017 "
2019,Julio,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 183,835 "
2019,Agosto,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 131,916 "
2019,Septiembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 172,578 "
2019,Octubre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 158,382 "
2019,Noviembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales," 133,973 "
2019,Diciembre,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"165,796"
2019,Total,Flujos turisticos,Turismo Receptivo,Turistas Internacionales,"1,904,457"
2010,Enero,Puesto de control,Aeropuerto,Residentes,"152,293"
2010,Febrero,Puesto de control,Aeropuerto,Residentes,"152,352"
2010,Marzo,Puesto de control,Aeropuerto,Residentes,"200,577"
2010,Abril,Puesto de control,Aeropuerto,Residentes,"169,048"
2010,Mayo,Puesto de control,Aeropuerto,Residentes,"196,034"
2010,Junio,Puesto de control,Aeropuerto,Residentes,"202,014"
2010,Julio,Puesto de control,Aeropuerto,Residentes,"219,297"
2010,Agosto,Puesto de control,Aeropuerto,Residentes,"189,655"
2010,Septiembre,Puesto de control,Aeropuerto,Residentes,"209,081"
2010,Octubre,Puesto de control,Aeropuerto,Residentes,"235,864"
2010,Noviembre,Puesto de control,Aeropuerto,Residentes,"225,553"
2010,Diciembre,Puesto de control,Aeropuerto,Residentes,"292,414"
2010,Total,Puesto de control,Aeropuerto,Residentes,"2,444,182"
2011,Enero,Puesto de control,Aeropuerto,Residentes,"183,355"
2011,Febrero,Puesto de control,Aeropuerto,Residentes,"170,755"
2011,Marzo,Puesto de control,Aeropuerto,Residentes,"212,054"
2011,Abril,Puesto de control,Aeropuerto,Residentes,"198,762"
2011,Mayo,Puesto de control,Aeropuerto,Residentes,"223,081"
2011,Junio,Puesto de control,Aeropuerto,Residentes,"228,763"
2011,Julio,Puesto de control,Aeropuerto,Residentes,"202,085"
2011,Agosto,Puesto de control,Aeropuerto,Residentes,"212,693"
2011,Septiembre,Puesto de control,Aeropuerto,Residentes,"221,369"
2011,Octubre,Puesto de control,Aeropuerto,Residentes,"259,774"
2011,Noviembre,Puesto de control,Aeropuerto,Residentes,"242,804"
2011,Diciembre,Puesto de control,Aeropuerto,Residentes,"315,313"
2011,Total,Puesto de control,Aeropuerto,Residentes,"2,670,808"
2012,Enero,Puesto de control,Aeropuerto,Residentes,"191,142"
2012,Febrero,Puesto de control,Aeropuerto,Residentes,"185,657"
2012,Marzo,Puesto de control,Aeropuerto,Residentes,"237,429"
2012,Abril,Puesto de control,Aeropuerto,Residentes,"221,802"
2012,Mayo,Puesto de control,Aeropuerto,Residentes,"184,222"
2012,Junio,Puesto de control,Aeropuerto,Residentes,"276,088"
2012,Julio,Puesto de control,Aeropuerto,Residentes,"296,596"
2012,Agosto,Puesto de control,Aeropuerto,Residentes,"232,550"
2012,Septiembre,Puesto de control,Aeropuerto,Residentes,"226,236"
2012,Octubre,Puesto de control,Aeropuerto,Residentes,"301,771"
2012,Noviembre,Puesto de control,Aeropuerto,Residentes,"196,069"
2012,Diciembre,Puesto de control,Aeropuerto,Residentes,"280,825"
2012,Total,Puesto de control,Aeropuerto,Residentes,"2,830,387"
2013,Enero,Puesto de control,Aeropuerto,Residentes,"200,835"
2013,Febrero,Puesto de control,Aeropuerto,Residentes,"205,492"
2013,Marzo,Puesto de control,Aeropuerto,Residentes,"318,403"
2013,Abril,Puesto de control,Aeropuerto,Residentes,"229,234"
2013,Mayo,Puesto de control,Aeropuerto,Residentes,"285,755"
2013,Junio,Puesto de control,Aeropuerto,Residentes,"322,893"
2013,Julio,Puesto de control,Aeropuerto,Residentes,"304,239"
2013,Agosto,Puesto de control,Aeropuerto,Residentes,"278,989"
2013,Septiembre,Puesto de control,Aeropuerto,Residentes,"276,445"
2013,Octubre,Puesto de control,Aeropuerto,Residentes,"332,811"
2013,Noviembre,Puesto de control,Aeropuerto,Residentes,"458,786"
2013,Diciembre,Puesto de control,Aeropuerto,Residentes,"406,186"
2013,Total,Puesto de control,Aeropuerto,Residentes,"3,620,068"
2014,Enero,Puesto de control,Aeropuerto,Residentes,"276,635"
2014,Febrero,Puesto de control,Aeropuerto,Residentes,"215,126"
2014,Marzo,Puesto de control,Aeropuerto,Residentes,"306,888"
2014,Abril,Puesto de control,Aeropuerto,Residentes,"307,264"
2014,Mayo,Puesto de control,Aeropuerto,Residentes,"298,224"
2014,Junio,Puesto de control,Aeropuerto,Residentes,"345,628"
2014,Julio,Puesto de control,Aeropuerto,Residentes,"305,524"
2014,Agosto,Puesto de control,Aeropuerto,Residentes,"263,817"
2014,Septiembre,Puesto de control,Aeropuerto,Residentes,"305,016"
2014,Octubre,Puesto de control,Aeropuerto,Residentes,"337,687"
2014,Noviembre,Puesto de control,Aeropuerto,Residentes,"321,043"
2014,Diciembre,Puesto de control,Aeropuerto,Residentes,"431,446"
2014,Total,Puesto de control,Aeropuerto,Residentes,"3,714,298"
2015,Enero,Puesto de control,Aeropuerto,Residentes,"211,873"
2015,Febrero,Puesto de control,Aeropuerto,Residentes,"227,923"
2015,Marzo,Puesto de control,Aeropuerto,Residentes,"353,034"
2015,Abril,Puesto de control,Aeropuerto,Residentes,"392,109"
2015,Mayo,Puesto de control,Aeropuerto,Residentes,"432,490"
2015,Junio,Puesto de control,Aeropuerto,Residentes,"483,605"
2015,Julio,Puesto de control,Aeropuerto,Residentes,"438,020"
2015,Agosto,Puesto de control,Aeropuerto,Residentes,"448,831"
2015,Septiembre,Puesto de control,Aeropuerto,Residentes,"484,600"
2015,Octubre,Puesto de control,Aeropuerto,Residentes,"345,360"
2015,Noviembre,Puesto de control,Aeropuerto,Residentes,"452,844"
2015,Diciembre,Puesto de control,Aeropuerto,Residentes,"615,679"
2015,Total,Puesto de control,Aeropuerto,Residentes,"4,879,613"
2016,Enero,Puesto de control,Aeropuerto,Residentes,"486,415"
2016,Febrero,Puesto de control,Aeropuerto,Residentes,"316,391"
2016,Marzo,Puesto de control,Aeropuerto,Residentes,"375,381"
2016,Abril,Puesto de control,Aeropuerto,Residentes,"366,447"
2016,Mayo,Puesto de control,Aeropuerto,Residentes,"451,244"
2016,Junio,Puesto de control,Aeropuerto,Residentes,"475,050"
2016,Julio,Puesto de control,Aeropuerto,Residentes,"374,340"
2016,Agosto,Puesto de control,Aeropuerto,Residentes,"296,192"
2016,Septiembre,Puesto de control,Aeropuerto,Residentes,"381,199"
2016,Octubre,Puesto de control,Aeropuerto,Residentes,"606,660"
2016,Noviembre,Puesto de control,Aeropuerto,Residentes,"547,196"
2016,Diciembre,Puesto de control,Aeropuerto,Residentes,"552,296"
2016,Total,Puesto de control,Aeropuerto,Residentes,"5,228,811"
2017,Enero,Puesto de control,Aeropuerto,Residentes,"350,931"
2017,Febrero,Puesto de control,Aeropuerto,Residentes,"294,089"
2017,Marzo,Puesto de control,Aeropuerto,Residentes,"356,134"
2017,Abril,Puesto de control,Aeropuerto,Residentes,"374,507"
2017,Mayo,Puesto de control,Aeropuerto,Residentes,"364,912"
2017,Junio,Puesto de control,Aeropuerto,Residentes,"427,281"
2017,Julio,Puesto de control,Aeropuerto,Residentes,"381,970"
2017,Agosto,Puesto de control,Aeropuerto,Residentes,"367,248"
2017,Septiembre,Puesto de control,Aeropuerto,Residentes,"398,850"
2017,Octubre,Puesto de control,Aeropuerto,Residentes,"425,398"
2017,Noviembre,Puesto de control,Aeropuerto,Residentes,"482,788"
2017,Diciembre,Puesto de control,Aeropuerto,Residentes,"703,336"
2017,Total,Puesto de control,Aeropuerto,Residentes,"4,927,444"
2018,Enero,Puesto de control,Aeropuerto,Residentes,"274,315"
2018,Febrero,Puesto de control,Aeropuerto,Residentes,"269,888"
2018,Marzo,Puesto de control,Aeropuerto,Residentes,"255,369"
2018,Abril,Puesto de control,Aeropuerto,Residentes,"297,687"
2018,Mayo,Puesto de control,Aeropuerto,Residentes,"256,608"
2018,Junio,Puesto de control,Aeropuerto,Residentes,"355,798"
2018,Julio,Puesto de control,Aeropuerto,Residentes,"215,732"
2018,Agosto,Puesto de control,Aeropuerto,Residentes,"339,299"
2018,Septiembre,Puesto de control,Aeropuerto,Residentes,"312,071"
2018,Octubre,Puesto de control,Aeropuerto,Residentes,"312,350"
2018,Noviembre,Puesto de control,Aeropuerto,Residentes,"324,743"
2018,Diciembre,Puesto de control,Aeropuerto,Residentes,"341,445"
2018,Total,Puesto de control,Aeropuerto,Residentes,"3,555,305"
2019,Enero,Puesto de control,Aeropuerto,Residentes,"360,468"
2019,Febrero,Puesto de control,Aeropuerto,Residentes,"363,509"
2019,Marzo,Puesto de control,Aeropuerto,Residentes,"436,544"
2019,Abril,Puesto de control,Aeropuerto,Residentes,"375,055"
2019,Mayo,Puesto de control,Aeropuerto,Residentes,"344,418"
2019,Junio,Puesto de control,Aeropuerto,Residentes,"377,471"
2019,Julio,Puesto de control,Aeropuerto,Residentes,"383,762"
2019,Agosto,Puesto de control,Aeropuerto,Residentes,"459,266"
2019,Septiembre,Puesto de control,Aeropuerto,Residentes,"389,820"
2019,Octubre,Puesto de control,Aeropuerto,Residentes,"461,244"
2019,Noviembre,Puesto de control,Aeropuerto,Residentes,"449,241"
2019,Diciembre,Puesto de control,Aeropuerto,Residentes,"579,824"
2019,Total,Puesto de control,Aeropuerto,Residentes,"4,980,622"
2010,Enero,Puesto de control,Peajes,Residentes,2605877
2010,Febrero,Puesto de control,Peajes,Residentes,1760916
2010,Marzo,Puesto de control,Peajes,Residentes,2120580
2010,Abril,Puesto de control,Peajes,Residentes,1929070
2010,Mayo,Puesto de control,Peajes,Residentes,2129847
2010,Junio,Puesto de control,Peajes,Residentes,2153360
2010,Julio,Puesto de control,Peajes,Residentes,2227397
2010,Agosto,Puesto de control,Peajes,Residentes,2074798
2010,Septiembre,Puesto de control,Peajes,Residentes,1981355
2010,Octubre,Puesto de control,Peajes,Residentes,2459695
2010,Noviembre,Puesto de control,Peajes,Residentes,2311869
2010,Diciembre,Puesto de control,Peajes,Residentes,2550408
2010,Total,Puesto de control,Peajes,Residentes,26305172
2011,Enero,Puesto de control,Peajes,Residentes,3102447
2011,Febrero,Puesto de control,Peajes,Residentes,2101703
2011,Marzo,Puesto de control,Peajes,Residentes,2549362
2011,Abril,Puesto de control,Peajes,Residentes,2441700
2011,Mayo,Puesto de control,Peajes,Residentes,2530121
2011,Junio,Puesto de control,Peajes,Residentes,2841649
2011,Julio,Puesto de control,Peajes,Residentes,2731626
2011,Agosto,Puesto de control,Peajes,Residentes,2528872
2011,Septiembre,Puesto de control,Peajes,Residentes,2461332
2011,Octubre,Puesto de control,Peajes,Residentes,2895282
2011,Noviembre,Puesto de control,Peajes,Residentes,2829708
2011,Diciembre,Puesto de control,Peajes,Residentes,2996104
2011,Total,Puesto de control,Peajes,Residentes,32009906
2012,Enero,Puesto de control,Peajes,Residentes,3572820
2012,Febrero,Puesto de control,Peajes,Residentes,2496707
2012,Marzo,Puesto de control,Peajes,Residentes,2856739
2012,Abril,Puesto de control,Peajes,Residentes,3096286
2012,Mayo,Puesto de control,Peajes,Residentes,2666016
2012,Junio,Puesto de control,Peajes,Residentes,3560111
2012,Julio,Puesto de control,Peajes,Residentes,3398315
2012,Agosto,Puesto de control,Peajes,Residentes,2947435
2012,Septiembre,Puesto de control,Peajes,Residentes,3011264
2012,Octubre,Puesto de control,Peajes,Residentes,3271434
2012,Noviembre,Puesto de control,Peajes,Residentes,3391128
2012,Diciembre,Puesto de control,Peajes,Residentes,3464280
2012,Total,Puesto de control,Peajes,Residentes,37732535
2013,Enero,Puesto de control,Peajes,Residentes,3746922
2013,Febrero,Puesto de control,Peajes,Residentes,2594818
2013,Marzo,Puesto de control,Peajes,Residentes,3073211
2013,Abril,Puesto de control,Peajes,Residentes,3066038
2013,Mayo,Puesto de control,Peajes,Residentes,2690489
2013,Junio,Puesto de control,Peajes,Residentes,3483664
2013,Julio,Puesto de control,Peajes,Residentes,3663576
2013,Agosto,Puesto de control,Peajes,Residentes,3435479
2013,Septiembre,Puesto de control,Peajes,Residentes,3975279
2013,Octubre,Puesto de control,Peajes,Residentes,4251167
2013,Noviembre,Puesto de control,Peajes,Residentes,3150105
2013,Diciembre,Puesto de control,Peajes,Residentes,3907161
2013,Total,Puesto de control,Peajes,Residentes,41037909
2014,Enero,Puesto de control,Peajes,Residentes,4605122
2014,Febrero,Puesto de control,Peajes,Residentes,2908599
2014,Marzo,Puesto de control,Peajes,Residentes,3629317
2014,Abril,Puesto de control,Peajes,Residentes,3312447
2014,Mayo,Puesto de control,Peajes,Residentes,2957984
2014,Junio,Puesto de control,Peajes,Residentes,3844742
2014,Julio,Puesto de control,Peajes,Residentes,4335537
2014,Agosto,Puesto de control,Peajes,Residentes,3654854
2014,Septiembre,Puesto de control,Peajes,Residentes,3921282
2014,Octubre,Puesto de control,Peajes,Residentes,4284939
2014,Noviembre,Puesto de control,Peajes,Residentes,4783715
2014,Diciembre,Puesto de control,Peajes,Residentes,3826924
2014,Total,Puesto de control,Peajes,Residentes,46065462
2015,Enero,Puesto de control,Peajes,Residentes,5840302.116
2015,Febrero,Puesto de control,Peajes,Residentes,4121777
2015,Marzo,Puesto de control,Peajes,Residentes,4868352.134
2015,Abril,Puesto de control,Peajes,Residentes,4600582
2015,Mayo,Puesto de control,Peajes,Residentes,5096530
2015,Junio,Puesto de control,Peajes,Residentes,6016257
2015,Julio,Puesto de control,Peajes,Residentes,5488865.149
2015,Agosto,Puesto de control,Peajes,Residentes,5444998
2015,Septiembre,Puesto de control,Peajes,Residentes,5902928.873
2015,Octubre,Puesto de control,Peajes,Residentes,7037867
2015,Noviembre,Puesto de control,Peajes,Residentes,6785516
2015,Diciembre,Puesto de control,Peajes,Residentes,5690426.512
2015,Total,Puesto de control,Peajes,Residentes,66925331.48
2016,Enero,Puesto de control,Peajes,Residentes,6422082
2016,Febrero,Puesto de control,Peajes,Residentes,4352846
2016,Marzo,Puesto de control,Peajes,Residentes,5156622
2016,Abril,Puesto de control,Peajes,Residentes,4738623
2016,Mayo,Puesto de control,Peajes,Residentes,5660757
2016,Junio,Puesto de control,Peajes,Residentes,5735263
2016,Julio,Puesto de control,Peajes,Residentes,5499566
2016,Agosto,Puesto de control,Peajes,Residentes,5383934
2016,Septiembre,Puesto de control,Peajes,Residentes,5187965
2016,Octubre,Puesto de control,Peajes,Residentes,5955736
2016,Noviembre,Puesto de control,Peajes,Residentes,5865504
2016,Diciembre,Puesto de control,Peajes,Residentes,5403163
2016,Total,Puesto de control,Peajes,Residentes,65362061
2017,Enero,Puesto de control,Peajes,Residentes,6065696
2017,Febrero,Puesto de control,Peajes,Residentes,4006450
2017,Marzo,Puesto de control,Peajes,Residentes,4817964
2017,Abril,Puesto de control,Peajes,Residentes,5101391
2017,Mayo,Puesto de control,Peajes,Residentes,5005630
2017,Junio,Puesto de control,Peajes,Residentes,5676698
2017,Julio,Puesto de control,Peajes,Residentes,5311649
2017,Agosto,Puesto de control,Peajes,Residentes,5150112
2017,Septiembre,Puesto de control,Peajes,Residentes,4791054
2017,Octubre,Puesto de control,Peajes,Residentes,6627680
2017,Noviembre,Puesto de control,Peajes,Residentes,6910526
2017,Diciembre,Puesto de control,Peajes,Residentes,5819669
2017,Total,Puesto de control,Peajes,Residentes,65284519
2018,Enero,Puesto de control,Peajes,Residentes,5515821
2018,Febrero,Puesto de control,Peajes,Residentes,5482690
2018,Marzo,Puesto de control,Peajes,Residentes,5871109
2018,Abril,Puesto de control,Peajes,Residentes,5193664
2018,Mayo,Puesto de control,Peajes,Residentes,5383295
2018,Junio,Puesto de control,Peajes,Residentes,5907887
2018,Julio,Puesto de control,Peajes,Residentes,5480931
2018,Agosto,Puesto de control,Peajes,Residentes,5458349
2018,Septiembre,Puesto de control,Peajes,Residentes,5170569
2018,Octubre,Puesto de control,Peajes,Residentes,5861975
2018,Noviembre,Puesto de control,Peajes,Residentes,6114312
2018,Diciembre,Puesto de control,Peajes,Residentes,5816365
2018,Total,Puesto de control,Peajes,Residentes,67256967
2019,Enero,Puesto de control,Peajes,Residentes,5301984
2019,Febrero,Puesto de control,Peajes,Residentes,5387432
2019,Marzo,Puesto de control,Peajes,Residentes,6494522
2019,Abril,Puesto de control,Peajes,Residentes,5402262
2019,Mayo,Puesto de control,Peajes,Residentes,5236108
2019,Junio,Puesto de control,Peajes,Residentes,5680990
2019,Julio,Puesto de control,Peajes,Residentes,5008599
2019,Agosto,Puesto de control,Peajes,Residentes,5199407
2019,Septiembre,Puesto de control,Peajes,Residentes,4847093
2019,Octubre,Puesto de control,Peajes,Residentes,5630802
2019,Noviembre,Puesto de control,Peajes,Residentes,5876487
2019,Diciembre,Puesto de control,Peajes,Residentes,5694211
2019,Total,Puesto de control,Peajes,Residentes,65759897
2010,Enero,Puesto de control,Terminal,Residentes,"510,371"
2010,Febrero,Puesto de control,Terminal,Residentes,"207,095"
2010,Marzo,Puesto de control,Terminal,Residentes,"326,111"
2010,Abril,Puesto de control,Terminal,Residentes,"267,126"
2010,Mayo,Puesto de control,Terminal,Residentes,"234,111"
2010,Junio,Puesto de control,Terminal,Residentes,"419,530"
2010,Julio,Puesto de control,Terminal,Residentes,"395,353"
2010,Agosto,Puesto de control,Terminal,Residentes,"272,148"
2010,Septiembre,Puesto de control,Terminal,Residentes,"222,803"
2010,Octubre,Puesto de control,Terminal,Residentes,"408,016"
2010,Noviembre,Puesto de control,Terminal,Residentes,"237,403"
2010,Diciembre,Puesto de control,Terminal,Residentes,"601,226"
2010,Total,Puesto de control,Terminal,Residentes,"4,101,293"
2011,Enero,Puesto de control,Terminal,Residentes,"628,465"
2011,Febrero,Puesto de control,Terminal,Residentes,"256,408"
2011,Marzo,Puesto de control,Terminal,Residentes,"330,339"
2011,Abril,Puesto de control,Terminal,Residentes,"394,331"
2011,Mayo,Puesto de control,Terminal,Residentes,"223,947"
2011,Junio,Puesto de control,Terminal,Residentes,"517,539"
2011,Julio,Puesto de control,Terminal,Residentes,"400,165"
2011,Agosto,Puesto de control,Terminal,Residentes,"307,935"
2011,Septiembre,Puesto de control,Terminal,Residentes,"241,657"
2011,Octubre,Puesto de control,Terminal,Residentes,"373,810"
2011,Noviembre,Puesto de control,Terminal,Residentes,"286,186"
2011,Diciembre,Puesto de control,Terminal,Residentes,"640,515"
